,0,1,2,3,Cluster
심심,-1.659219,-1.8969789,0.64155895,0.06357777,13
소주,-3.1431224,-2.983548,0.121408775,-1.8894181,13
망,-3.8882442,-4.2194633,0.9580251,-2.1401615,13
형,-3.731591,-3.214935,-0.042188566,-1.7120614,13
트림,-3.6808493,-3.5843868,-0.4160193,-0.12819606,13
택시,-2.4956756,-4.27738,1.0228937,-1.3055911,13
위선,-0.20321706,-0.93833566,-1.4120275,-1.4327445,13
그리움,-1.4692459,0.40709776,-0.4701762,-1.7214317,13
단합,-0.23930895,-2.1821704,0.23967516,-0.8989088,13
한숨,-2.4800837,-1.1331973,0.93591046,-0.7607784,13
흥,-2.82915,-2.990067,4.152292,-2.6231813,13
최고,-1.3696309,-5.746894,0.17846064,-2.4663246,14
청소년,-0.82440716,-4.6288905,-3.4028392,-5.5457444,14
기타,-1.6520228,-7.337538,-0.70747894,-3.0174522,14
대강,0.45652953,-4.7254786,-0.049675323,-3.2182305,14
대학생,-0.97285557,-2.8837156,-0.5565188,-4.919369,14
수능,-0.3998281,-4.059356,-1.3160216,-1.1464105,14
수발,0.8858797,-2.7969558,-0.63695556,-2.2734857,14
기상,-0.7115257,-6.8574815,-4.026347,0.6399767,14
결제,1.6232989,-6.582224,0.015762337,-0.8194073,14
시험,2.1192114,-6.9860606,-2.4711835,-0.59718513,14
지방,-2.3874443,-7.0463243,0.17701244,-3.555655,14
간,-1.9841576,-5.116708,-0.4212061,-1.9185798,14
민주주의,2.3237402,-4.521289,-3.1358159,-4.558279,14
비상,1.8285645,-6.168572,-0.48839906,-2.0580926,14
화,-0.89950466,-6.022929,-0.67235434,0.8300976,14
외식,-2.0591652,-3.9169679,-1.017797,-1.4611859,14
회사,0.583072,-7.3650546,-0.20972389,-3.3907304,14
총,-2.542194,-7.6054654,2.8917959,-2.9637556,14
장기,-0.33159766,-4.9823327,-2.021367,-2.6209693,14
고충,0.032752723,-2.8235395,-0.55522,-2.8277426,14
상사,0.35863155,-3.493808,-0.6955835,-4.5009747,14
개,-2.884512,-8.019609,-1.3655959,0.37908468,14
마약,-0.79808223,-3.428073,-1.7441235,-2.0971591,14
학과,-0.8834138,-7.708176,-2.4926727,-2.0967877,14
수영,-4.4803967,-3.2065327,0.017942514,0.46099186,15
나이,-5.9231653,0.9406952,2.7404509,1.4792472,15
맥주,-5.151185,-3.2599049,-1.097328,-1.0710016,15
아저씨,-3.9655228,0.3601719,1.1205739,-2.3517375,15
구라,-3.9666014,-2.334122,2.6676207,0.21403027,15
미남,-4.159882,0.094610676,-0.29658973,-0.63006186,15
점심,-4.036288,-1.7315856,-0.21910666,-0.67912954,15
축제,-7.711089,-2.4490838,-1.9056177,-2.495417,15
갈매기,-4.7202935,-1.4345797,0.12616293,0.5716478,15
피자,-5.825978,-3.117756,0.20229135,0.16686031,15
식사,-3.893274,-0.6112146,-0.4351178,0.6951787,15
침대,-4.358407,-1.3274362,0.1369828,-0.4672128,15
아사,-4.3527384,-2.7473686,2.0138772,-1.7245088,15
하루,-5.3351393,-0.7859168,1.5111564,0.04951789,15
신기,-4.557506,0.43400365,1.2139224,-0.63966876,15
아이,-6.5271883,2.3804219,2.0813982,0.011533739,15
구경,-3.5839574,-2.4046252,0.025708929,2.01158,15
마스크,-4.526196,-1.0343258,0.17639673,0.9925903,15
카레,-6.495482,-3.0462399,0.79076093,-0.0680886,15
이름,-7.171156,1.8895797,2.8090012,-0.830019,15
쥐,-5.481399,0.5593911,1.611162,1.9927216,15
운,-5.592312,-2.9175146,2.8113348,-2.7878647,15
멋,-3.6118822,0.051137578,-0.8079169,-0.47775662,15
요리,-5.6761823,0.9732239,-1.2435774,-0.49703756,15
키스,-6.9894733,-0.6753138,3.6885223,-2.1408517,15
미인,-4.2094483,0.42671567,0.17352384,-0.6634333,15
밥,-7.3161335,1.6659273,0.9995886,-0.86386174,15
치킨,-5.6887727,-2.2390764,-0.39690635,-0.33105412,15
주먹,-3.8725326,-0.1291814,0.21520926,0.98363674,15
칼,-6.2709994,0.835771,3.9743721,-0.5162733,15
강아지,-4.3403864,-0.2584247,0.29344413,-0.77653754,15
고분,-4.3960986,-2.3760862,-0.42180267,-0.3177489,15
닭,-6.514206,-0.10942069,-1.2164377,0.7505459,15
멍,-3.674871,-1.5337597,0.5003901,0.045729246,15
벌,-4.5106816,-2.7235334,4.9421697,0.2567085,15
돼지,-6.1665735,0.15346852,-1.060942,1.5481573,15
커피,-6.479289,-3.114078,-2.3764958,0.49091953,15
미녀,-4.4568133,0.1213534,0.44944417,-1.4683697,15
솔로,-4.598159,-0.50885135,2.0244565,-1.2589905,15
똥,-4.565217,-0.053993806,-0.15266994,-0.05635095,15
아침,-5.86875,-0.19402581,1.3515433,0.47594604,15
죽음,-0.72245723,9.662928,1.6775622,-1.2973971,16
용서,2.6624174,6.763601,5.760628,0.27432492,16
비난,8.458472,6.781447,4.0507264,-0.8814809,16
저주,-0.83763933,6.652243,2.798164,0.07109705,16
결혼,0.22367789,6.169651,7.4996333,2.065203,16
고백,1.9092755,5.51382,3.1605313,-0.85759705,16
걱정,3.203526,6.165515,1.7251271,3.7336717,16
칭찬,1.9959363,5.0960903,2.6749656,1.3878927,16
대답,2.3016708,6.24795,3.642743,1.973041,16
약속,6.2216063,4.8594913,5.0402784,-3.596813,16
억울,1.6363662,4.5692863,3.6895683,1.2603205,16
의심,7.221596,6.321226,2.2690346,2.7774389,16
거짓,2.4918666,4.7754555,1.2088536,-1.4777777,16
협박,4.2683563,4.0203576,5.2301474,-2.1013892,16
배신,2.4374778,4.987286,6.4448586,0.5436593,16
분노,3.1111822,8.2895565,3.4003785,2.729253,16
설득,4.8139405,5.1300597,8.573513,0.05148637,16
거절,5.4823484,5.0777817,10.94204,-0.4696858,16
죄,4.407825,6.6545544,3.1168904,-3.4631963,16
모욕,2.8769987,3.7243636,2.9623797,-0.91329044,16
발표,3.8822198,-5.7895436,6.612725,2.6427686,17
중퇴,0.10344022,-2.8301961,4.2916117,1.2077355,17
게시,2.8274856,-3.6384645,2.5446484,1.1852474,17
소멸,5.21345,-2.7154098,1.7010078,5.940931,17
방치,1.777261,-1.9330041,2.976128,5.2298207,17
근무,2.5440552,-7.869649,6.3723445,2.1730592,17
모방,1.2287157,-1.2063701,0.9538139,3.7063522,17
등장,-3.8685884,-2.4559777,4.98399,10.312302,17
시작,-0.0998647,-7.183008,4.255637,4.4859304,17
소개,0.9490937,-1.9898916,3.1023088,4.467266,17
성공,3.018702,-0.7147041,3.51336,6.220923,17
확인,7.3193655,-3.7576778,2.7908847,5.644155,17
제거,5.2181115,-2.4075153,2.6848981,7.1802025,17
출생,-2.156772,-1.6695708,5.0024433,3.5243149,17
마무리,0.31362858,-2.291477,4.306556,1.7598841,17
응시,2.7154348,-2.4052656,2.9766395,3.294023,17
출발,0.66563094,-3.9305744,5.4103503,6.6728296,17
외면,2.7041485,1.2485334,1.3992718,0.44537288,18
납득,2.2358763,-0.20173825,1.0881691,1.519968,18
충고,0.5403197,3.1140308,2.5527844,-1.6303574,18
격노,0.8255267,0.62328297,3.207966,1.1033221,18
복수,0.6115049,1.0959624,1.6129663,-1.2031385,18
질책,0.56463534,1.0357802,2.8568597,-0.14370617,18
단정,1.3196465,1.2153839,1.5160707,0.7477789,18
환영,1.5020134,2.924491,2.5798318,-0.9634588,18
화해,3.8833194,0.8350189,1.9836806,-2.895215,18
조롱,1.7193606,2.9035945,2.6270971,0.26097804,18
공포,3.4537783,-0.53082275,0.03874987,-1.4783479,18
격려,1.1835444,1.383896,2.7601635,-1.6637899,18
단호,1.0078206,-0.12221377,1.3353933,-0.43133953,18
위기,3.2797494,-0.50250417,1.123813,-1.4123085,18
주저,0.063194714,0.71534127,2.1269243,0.35450742,18
좌절,3.294235,0.76688313,2.7038028,1.2900387,18
날조,1.531591,-1.2633575,2.7620356,-0.30723223,18
사죄,2.872778,0.86468846,2.8233416,-2.9018514,18
기피,4.2467747,-2.1217752,1.9175918,-0.15616749,18
격분,0.79907966,0.9507506,3.5156057,1.0448482,18
만류,0.59679824,1.9721919,4.9043884,-0.3055591,18
폭행,3.8669937,1.2354668,4.2541366,-0.7102606,18
사과,0.76443225,1.6171441,2.362268,-2.731746,18
경고,4.7725873,0.799041,2.8338459,-0.682956,18
구타,1.0033879,0.79098785,4.689078,0.98960453,18
다툼,2.803008,0.8383663,0.5718825,-1.546379,18
추궁,4.29808,0.8939181,4.3724017,-0.6995263,18
군대,0.655199,0.7176337,4.3076124,-4.0385823,18
해명,5.3623447,1.6147785,1.8814011,0.0055618985,18
고소,3.8178644,0.77566,4.8338823,-0.48768342,18
살인,-0.29948467,1.581011,3.513354,-0.52126515,18
무시,6.1335945,1.8368655,2.5755076,3.5929961,18
노예,1.5297294,0.36147347,1.647285,-2.9219258,18
무례,1.5269171,1.9119939,2.1609125,0.20328523,18
재촉,0.7100296,-0.0513821,1.7879052,-0.6429132,18
퇴장,0.30542877,-1.0495548,3.7170432,0.87805104,18
쟁취,1.0963373,-1.7023371,1.7506093,-1.0633618,18
멸시,0.9598076,0.9385696,0.9092022,-0.7673825,18
고수,1.4365414,-0.42815864,1.2026513,1.1011536,18
조언,4.040528,4.0575786,1.3966749,-3.5195026,18
진정,3.895201,1.5053444,0.8584461,1.1727163,18
관심,5.108211,4.5806875,-8.782678,-0.3343173,19
한계,5.35824,-2.154869,-7.7878456,1.6310817,19
성질,3.4218323,2.1471868,-10.09859,3.5253947,19
현실,4.8760524,3.8591952,-8.199679,-0.7919908,19
변화,5.752095,-3.5787735,-9.763725,6.69191,19
지각,2.1776175,-1.229968,-8.885001,3.9225416,19
반응,3.6714945,2.1228285,-6.8409915,6.0084047,19
신체,3.7087216,-0.6651306,-7.8680634,1.4035869,19
지침,6.4659824,-2.420844,-5.26061,-5.057006,20
분쟁,6.74464,-1.5062732,-1.7826775,-2.7624068,20
기회,4.764274,2.4992402,-3.6527562,-4.715483,20
규제,8.803857,-6.7271595,-4.409433,-2.697156,20
의사,6.6570067,-0.37552166,-2.9665873,-7.2291174,20
규칙,4.046188,-3.2097547,-5.488786,-3.162872,20
운동,3.916448,-3.1487372,-4.3710947,-4.195384,20
문제,8.942461,-2.6686268,-5.441281,-1.5273725,20
교육,5.1225996,-5.185049,-5.620217,-5.7712846,20
사회,5.961271,-3.565174,-8.285339,-4.756096,20
재산,6.5044837,0.22187229,-2.162962,-6.7066655,20
역량,2.687725,-0.9540286,-6.487155,-3.0062456,20
폭력,5.341737,0.3571423,-3.4681108,-4.090882,20
권리,10.818668,1.2522817,-4.300346,-7.0444913,20
제재,7.0856338,-1.890219,-0.65687305,-2.7318585,20
