,0,1,2,3,Cluster
이성,0.45375386,2.4276183,-3.7567453,-2.5585802,2
문제,8.941541,-2.6728945,-5.4462714,-1.5147477,20
난리,-2.0682836,-1.1407598,0.7364968,-0.7610296,13
열의,-1.4658463,-2.2984967,-2.5628223,-0.83616245,1
흥미,1.1762654,3.7798867,-7.31091,0.90847504,11
실성,-1.3796723,-1.5695808,0.2639045,-1.0337224,13
출근,-0.75787234,-2.5586302,1.5617198,0.09425964,13
교훈,0.2289187,1.616524,-1.9125913,-2.3734028,2
부자,-1.7889493,2.1052845,2.331405,-3.175846,4
모욕,2.8772666,3.7244117,2.96333,-0.91213226,16
예의,-0.14255077,2.8119166,-2.02447,-1.5945896,2
시작,-0.09978103,-7.1833124,4.2480845,4.5018015,17
의견,7.8724833,4.753044,-3.1332612,-2.9365673,7
퇴근,-1.823703,-2.9155505,0.70604724,-0.4350205,13
위로,-1.9699688,2.1102304,2.7206972,0.91903,4
호감,-0.5524957,3.6977787,-2.0584817,-1.3170563,2
치킨,-5.6886578,-2.2391274,-0.40091798,-0.3306471,15
얼굴,-4.6385136,6.3442163,-2.3341537,2.8137944,5
순진,-1.6905226,1.1696638,0.37376755,0.67027986,8
단호,1.0081307,-0.12691963,1.3431493,-0.4350815,18
추방,3.6805122,-0.11073729,9.932653,0.6085269,12
약속,6.2218103,4.8525558,5.0490522,-3.602068,16
답답,-0.6797136,-0.24633294,0.7084259,0.97659147,8
부담,10.093998,0.23398806,-2.9435678,0.54095525,7
격,-2.460025,-1.8592917,-0.8131575,-1.3680153,13
최면,-1.5132549,-1.7085793,-0.12644234,-0.51809084,13
귀엽,-2.8308985,3.56849,-0.46977752,2.1380396,5
아픔,-1.4219383,2.264675,-2.3125155,-1.7684299,2
떡볶이,-2.9896383,-2.8996377,-0.59054905,-1.0029234,13
저지,2.4828565,-1.7507696,5.4036093,0.6315807,12
심취,-0.06730582,-0.49676448,0.9840094,2.0033102,8
중독,-0.6421687,-0.9184574,-2.303553,2.9165955,1
평온,0.5845167,-0.11557057,-0.52070713,0.8289867,8
더럽,-2.0112092,-0.11839016,-0.2710615,0.67550397,8
애정,-0.09217876,5.658906,-4.4534025,-2.484559,11
어른,-2.6820457,3.5633917,-2.0585473,0.2007754,5
재능,-0.7183705,6.3546643,-5.355979,-1.1926576,11
결혼,0.22285664,6.1686788,7.4934793,2.0589373,16
미녀,-4.456835,0.12499537,0.44381982,-1.4683406,15
측은,-0.3202576,-3.3981843,2.6831157,-3.4126217,13
벌,-4.511639,-2.7284343,4.946824,0.2398533,15
청소년,-0.8231112,-4.6348953,-3.3878715,-5.549095,14
솔로,-4.597968,-0.501935,2.0150788,-1.2652045,15
카레,-6.496239,-3.0391438,0.7737936,-0.06313633,15
기부,2.6077898,-4.212524,2.0419016,-0.8744271,3
경직,0.022130983,-2.295164,0.083943665,-0.7452917,13
복귀,3.6629899,-3.3859496,8.399552,3.3779151,12
손님,-3.4969816,2.5250342,0.044196505,-2.5557747,4
군대,0.6547571,0.7223877,4.301165,-4.038913,18
사표,0.15292786,-1.767542,2.167519,-3.2278562,13
지루,-0.9472876,-0.8188091,0.24067998,0.60880303,8
설정,4.701019,-4.482969,-1.4325279,4.6566544,10
상식,0.8288817,0.24298126,-4.576713,-2.157121,2
전가,-0.2367838,-2.4005754,1.2361537,-1.0383056,13
직장,-0.13331574,-1.5495967,-1.554924,-4.117477,13
탓,-1.4176073,2.3639772,-2.3464773,0.20226005,2
수긍,-0.36194232,-1.9111813,1.0419164,0.16797328,8
타격,3.6027987,-1.130987,-0.093936004,1.6809539,10
사회,5.9608593,-3.5608637,-8.294651,-4.746249,20
존칭,-1.7740637,-0.09665078,0.29246932,-2.4715786,13
피로,-1.6230283,0.48056117,-1.9104285,1.1450903,8
분위기,0.32769722,3.6946876,-6.350434,-0.4727353,11
신뢰,8.39859,1.7464,-3.1701787,0.6550241,7
전환,4.956469,-8.815383,0.5795721,4.605784,17
구걸,-1.3533937,-0.8027228,2.1746078,-0.4109776,8
약점,0.04249507,1.2772481,-3.235455,0.8012111,2
대학생,-0.97173107,-2.8935895,-0.53772825,-4.921431,14
짜장면,-2.4445577,-2.2086136,-0.031504687,-1.0584246,13
질투,-0.07133243,4.2913036,0.31851944,1.1352144,0
양서류,-2.6531916,-2.206942,-1.8249884,0.7373926,1
수능,-0.39941248,-4.065824,-1.3036535,-1.1535488,14
위기,3.278542,-0.50022775,1.1095822,-1.401141,18
두뇌,-0.7212435,-1.2045056,-4.765172,0.1853713,1
대출,3.3845968,-5.5290947,0.19032827,-2.2169347,3
날조,1.531267,-1.2544235,2.7468708,-0.2990537,18
희귀,-1.8126047,-1.5096444,-1.9557238,4.568957,1
엄격,5.4787946,-1.1777399,-2.9354248,0.5281921,10
변화,5.7509036,-3.572759,-9.778566,6.701863,19
씩씩,-2.1392684,-0.90235955,0.14490202,0.3461551,8
신기,-4.5579805,0.43649894,1.2088338,-0.63913447,15
시크,-3.621651,-2.5823524,2.116952,-1.7748115,13
쇼크,-1.3345586,-3.8938897,-1.5936838,1.6207771,1
예절,-1.3079599,-0.44432634,-1.2821543,-1.784625,13
교육,5.1228704,-5.1877737,-5.60825,-5.773955,20
별로,0.012189948,-4.7258334,-5.002323,0.4077112,1
위법,5.7036214,-1.4761779,0.8312192,-1.2884854,9
침,-3.001016,-0.0043337434,1.2567198,0.5380757,8
침대,-4.357927,-1.3285917,0.14108077,-0.4663888,15
공유,4.348313,-4.5664787,-3.4191167,2.9912715,10
영어,-3.3870928,-3.4954746,-1.5401403,0.24361813,1
마약,-0.7974258,-3.4304202,-1.7405356,-2.09797,14
갈매기,-4.7205553,-1.4310976,0.11883273,0.57830703,15
축제,-7.7108846,-2.4499314,-1.9064865,-2.4786067,15
민주주의,2.3234956,-4.5104303,-3.1540577,-4.5459075,14
점심,-4.035554,-1.7423668,-0.2021228,-0.6771585,15
연말,-2.526596,-3.6269708,0.7543613,-1.6475414,13
포르노,-2.2925806,-2.2407763,-1.2700208,-3.1949387,13
양치,-2.9247243,-2.464892,-0.5823571,-0.035286624,13
생일,-4.700355,2.449371,2.2286744,-2.8297427,4
인생,-1.5285833,5.9954104,-4.0712094,-1.4720623,11
아저씨,-3.9656782,0.36152035,1.1172079,-2.3516426,15
위축,1.9410464,-2.403986,-1.0621898,1.9230399,10
노화,0.10007243,-2.6738958,-2.901896,1.8659465,1
한우,-2.687839,-3.7162886,-0.86166877,-1.5742835,13
갈비,-3.2554967,-2.3978698,-1.078459,-0.38338652,13
수영,-4.479638,-3.2101755,0.02912596,0.45430458,15
산책,-3.1827483,-1.8235936,0.3274349,0.74379605,8
그냥,-2.5283604,1.5117126,0.50405806,1.3881048,8
초대,-3.1537626,-2.1205733,6.253282,-4.6839867,4
추궁,4.298068,0.8960796,4.3706236,-0.698062,18
모방,1.228783,-1.1954303,0.9386808,3.715307,0
맥주,-5.1514397,-3.2660692,-1.0941093,-1.0691173,15
애절,-2.167611,-0.5660708,0.10210578,-0.12650019,8
따뜻,-2.4780157,2.6183693,-2.4551473,6.9424615,5
안녕,-2.7328358,0.74049604,0.7025231,-2.238824,4
훌륭,0.1990638,3.5008554,-0.986978,3.7207038,0
노예,1.5293645,0.3599132,1.641523,-2.922059,18
이해,8.589611,1.6773014,-4.2504616,3.4978907,7
구라,-3.9675994,-2.3298318,2.6564333,0.21512364,15
어이,-3.0530741,-0.26945177,0.30144584,-0.69555825,13
귀가,-1.2574438,-1.2417899,2.642837,0.9011264,8
싫,-1.8974515,2.4980538,1.1334134,0.8371575,0
장관,-0.5535385,-4.0885496,3.6031606,-6.617846,3
오더,-2.352401,-2.965821,0.67844576,-1.1229844,13
티끌,-2.032653,-2.1639805,-0.72362494,-0.2748038,13
속담,-2.3304803,-1.0664804,-0.47029173,-1.1546154,13
늦,-3.2058222,-1.2606838,0.19795522,1.967571,8
총,-2.5421338,-7.602689,2.8950968,-2.974945,14
꿈,-4.282128,7.648461,-2.3709755,-0.3873859,11
방해,7.8368387,-1.0229899,0.6473914,1.2017038,9
바쁘,-1.5012615,-0.29179272,0.5932204,0.87264293,8
합의,8.215037,-4.6245747,0.7190453,-3.6788347,3
격노,0.8254981,0.6219401,3.2094002,1.103165,18
착하,-2.7660573,2.8099675,0.50802106,1.2430683,5
망,-3.8892972,-4.2067146,0.9375307,-2.1352398,13
소주,-3.1431766,-2.984208,0.12049096,-1.8835074,13
기분,-1.2228625,4.4583755,-4.035659,0.8882785,11
어쩌,1.96091,2.2884932,2.6607072,1.7271554,0
게시,2.8279734,-3.6374035,2.5419345,1.191102,17
코로나,-3.2248237,-4.537243,-1.8678185,1.8627795,1
외식,-2.0591378,-3.9181747,-1.0173526,-1.458076,14
바이러스,-1.4964105,-2.5766423,-2.789208,2.268442,1
학과,-0.88429916,-7.7035923,-2.502461,-2.0834467,14
아이,-6.527628,2.3801892,2.0770135,0.0076655652,15
시험,2.1206992,-6.996469,-2.4435942,-0.61283964,14
회사,0.5827072,-7.3705025,-0.20693493,-3.40269,14
회의,2.6901236,-7.5416646,-0.15315327,-8.847484,3
붙잡,-2.06655,2.3000524,4.866602,1.1904116,4
진단,3.3419461,-3.7330096,-3.020062,0.55788094,10
다정,-1.3960855,0.3759662,0.14877687,0.08104383,8
공주,-6.1613803,2.8202093,4.8193173,-3.3145823,4
하루,-5.3341937,-0.8042546,1.5405353,0.04118303,15
로봇,-3.1935387,-1.9484489,-3.4634721,-0.22273979,1
아사,-4.353135,-2.752413,2.0177693,-1.7354925,15
신혼,-2.6527023,-1.7657648,0.6755136,-0.97668713,13
역할,4.190028,0.16319263,-3.9455748,0.7297004,7
무심,-0.9002187,-0.9687542,0.22959454,-0.7063106,8
뺨,-2.994539,-0.20977299,-0.10246314,0.29374868,8
기타,-1.6523299,-7.335515,-0.7107351,-3.024117,14
?,-3.0260262,-0.16411826,1.1496156,-2.5572066,13
빵,-6.9483924,1.0934126,-2.2545083,0.93407214,5
팩트,-1.9146563,-2.650809,0.11991616,-1.5537004,13
반성,4.069034,2.1412814,-1.1652141,0.24681796,7
배제,7.858724,-3.4838924,0.44963706,1.9382048,10
기운,-1.99395,2.904532,-2.651916,0.33871925,5
쌈,-3.8425655,-2.5646722,0.16123448,-1.1153682,13
중퇴,0.103579015,-2.8386726,4.3048415,1.2073364,12
기권,1.1522067,-3.2575219,2.7518222,-0.8244018,13
불운,-0.91460025,0.28101712,-0.3020287,-0.18503648,8
택시,-2.4948378,-4.289319,1.0421761,-1.3140045,13
악수,-1.8348739,-1.346715,1.3568094,-0.985216,13
단합,-0.23946662,-2.1775036,0.23180072,-0.89553124,13
첫사랑,-2.6165564,-0.35878587,0.34902135,-1.7624812,13
